model,shots,train_degradation,test_degradation,seed,lr,accuracy,f1,train_time_sec,num_params
vit,full,none,severe,123,0.0001,0.19777777777777777,0.15978927620729277,151.7,5526346
vit,full,none,none,7,0.0001,0.9762962962962963,0.97539994752357,151.8,5526346
vit,full,none,moderate,7,0.0001,0.8298148148148148,0.8177063801611191,151.8,5526346
vit,full,none,severe,7,0.0001,0.21407407407407408,0.1746101685738555,151.8,5526346
vit,full,none,none,2024,0.0001,0.9855555555555555,0.9852239135805407,151.7,5526346
vit,full,none,moderate,2024,0.0001,0.8866666666666667,0.8817357184936752,151.7,5526346
vit,full,none,severe,2024,0.0001,0.2707407407407407,0.2103495409975053,151.7,5526346
vit,full,none,none,99,0.0001,0.9685185185185186,0.9673339070984648,151.8,5526346
vit,full,none,moderate,99,0.0001,0.8162962962962963,0.8077564967618995,151.8,5526346
vit,full,none,severe,99,0.0001,0.2564814814814815,0.22658355301828598,151.8,5526346
vit,full,none,none,17,0.0001,0.9766666666666667,0.9763542904207902,152.0,5526346
vit,full,none,moderate,17,0.0001,0.9353703703703704,0.9350471340103802,152.0,5526346
vit,full,none,severe,17,0.0001,0.3275925925925926,0.29543982903239363,152.0,5526346
vit,full,none,none,256,0.0001,0.9683333333333334,0.9686788177264477,151.9,5526346
vit,full,none,moderate,256,0.0001,0.8103703703703704,0.7957287623637158,151.9,5526346
vit,full,none,severe,256,0.0001,0.3325925925925926,0.24845778275800146,151.9,5526346
vit,full,none,none,512,0.0001,0.9618518518518518,0.9597760794230833,152.1,5526346
vit,full,none,moderate,512,0.0001,0.8233333333333334,0.806187532434523,152.1,5526346
vit,full,none,severe,512,0.0001,0.2414814814814815,0.1998031318122549,152.1,5526346
vit,full,none,none,88,0.0001,0.9792592592592593,0.9784403311410035,151.8,5526346
vit,full,none,moderate,88,0.0001,0.8625925925925926,0.8516989743911791,151.8,5526346
vit,full,none,severe,88,0.0001,0.17055555555555554,0.12135016046062527,151.8,5526346
vit,full,none,none,314,0.0001,0.980925925925926,0.9802993975863084,151.7,5526346
vit,full,none,moderate,314,0.0001,0.8827777777777778,0.8807938635202264,151.7,5526346
vit,full,none,severe,314,0.0001,0.2796296296296296,0.23226100493535062,151.7,5526346
vit,full,moderate,none,42,0.0001,0.9462962962962963,0.9452147448330541,183.1,5526346
vit,full,moderate,moderate,42,0.0001,0.9677777777777777,0.9668403035211671,183.1,5526346
vit,full,moderate,severe,42,0.0001,0.8090740740740741,0.8051263251998145,183.1,5526346
vit,full,moderate,none,123,0.0001,0.9729629629629629,0.9719124795872615,182.4,5526346
vit,full,moderate,moderate,123,0.0001,0.9781481481481481,0.977301449795109,182.4,5526346
vit,full,moderate,severe,123,0.0001,0.8085185185185185,0.8063343576269411,182.4,5526346
vit,full,moderate,none,7,0.0001,0.9696296296296296,0.9691545355118713,183.3,5526346
vit,full,moderate,moderate,7,0.0001,0.975925925925926,0.9749389555727438,183.3,5526346
vit,full,moderate,severe,7,0.0001,0.7505555555555555,0.7355879220497671,183.3,5526346
vit,full,moderate,none,2024,0.0001,0.9674074074074074,0.9655945892839195,183.4,5526346
vit,full,moderate,moderate,2024,0.0001,0.9725925925925926,0.9712597476930007,183.4,5526346
vit,full,moderate,severe,2024,0.0001,0.7524074074074074,0.7351636496333319,183.4,5526346
vit,full,moderate,none,99,0.0001,0.957037037037037,0.9546099738345865,183.7,5526346
vit,full,moderate,moderate,99,0.0001,0.9662962962962963,0.9651847595479192,183.7,5526346
vit,full,moderate,severe,99,0.0001,0.8144444444444444,0.8176067489205374,183.7,5526346
vit,full,moderate,none,17,0.0001,0.9666666666666667,0.9656827997648023,184.1,5526346
vit,full,moderate,moderate,17,0.0001,0.9737037037037037,0.9729161449586308,184.1,5526346
vit,full,moderate,severe,17,0.0001,0.7601851851851852,0.7499669266866151,184.1,5526346
vit,full,moderate,none,256,0.0001,0.9757407407407407,0.9752106593546989,183.8,5526346
vit,full,moderate,moderate,256,0.0001,0.9777777777777777,0.9772115671811239,183.8,5526346
vit,full,moderate,severe,256,0.0001,0.752962962962963,0.7443519901032067,183.8,5526346
vit,full,moderate,none,512,0.0001,0.9725925925925926,0.9719252704897882,183.0,5526346
vit,full,moderate,moderate,512,0.0001,0.9766666666666667,0.9760207453468673,183.0,5526346
vit,full,moderate,severe,512,0.0001,0.7390740740740741,0.7252632786835037,183.0,5526346
vit,full,moderate,none,88,0.0001,0.9790740740740741,0.9784798864055206,183.9,5526346
vit,full,moderate,moderate,88,0.0001,0.9787037037037037,0.9778861663541261,183.9,5526346
vit,full,moderate,severe,88,0.0001,0.7435185185185185,0.7216629295321266,183.9,5526346
vit,full,moderate,none,314,0.0001,0.9359259259259259,0.9334329371393497,184.3,5526346
vit,full,moderate,moderate,314,0.0001,0.967037037037037,0.9653748940520634,184.3,5526346
vit,full,moderate,severe,314,0.0001,0.8287037037037037,0.8252055979189024,184.3,5526346
vit,full,severe,none,42,0.0001,0.8853703703703704,0.8841926710774046,184.5,5526346
vit,full,severe,moderate,42,0.0001,0.9209259259259259,0.9202334594789333,184.5,5526346
vit,full,severe,severe,42,0.0001,0.9742592592592593,0.9737379763341624,184.5,5526346
vit,full,severe,none,123,0.0001,0.8648148148148148,0.8574721428419803,185.6,5526346
vit,full,severe,moderate,123,0.0001,0.9151851851851852,0.9138931820341843,185.6,5526346
vit,full,severe,severe,123,0.0001,0.9640740740740741,0.9638475076199724,185.6,5526346
vit,full,severe,none,7,0.0001,0.9012962962962963,0.8989158376338556,183.9,5526346
vit,full,severe,moderate,7,0.0001,0.9324074074074075,0.9314295326168297,183.9,5526346
vit,full,severe,severe,7,0.0001,0.9735185185185186,0.9728143644341527,183.9,5526346
vit,full,severe,none,2024,0.0001,0.8974074074074074,0.8943213379056851,182.4,5526346
vit,full,severe,moderate,2024,0.0001,0.9222222222222223,0.9212880012723741,182.4,5526346
vit,full,severe,severe,2024,0.0001,0.975925925925926,0.9753822251415455,182.4,5526346
vit,full,severe,none,99,0.0001,0.8775925925925926,0.8748208453939709,184.3,5526346
vit,full,severe,moderate,99,0.0001,0.9094444444444445,0.9091054823783613,184.3,5526346
vit,full,severe,severe,99,0.0001,0.9681481481481482,0.9672055476368859,184.3,5526346
vit,full,severe,none,17,0.0001,0.9020370370370371,0.900514776955945,183.7,5526346
vit,full,severe,moderate,17,0.0001,0.9381481481481482,0.9382979980066523,183.7,5526346
vit,full,severe,severe,17,0.0001,0.9698148148148148,0.9693365256373465,183.7,5526346
vit,full,severe,none,256,0.0001,0.8731481481481481,0.8676878538213305,184.4,5526346
vit,full,severe,moderate,256,0.0001,0.9033333333333333,0.9016050742069437,184.4,5526346
vit,full,severe,severe,256,0.0001,0.97,0.9698709541298289,184.4,5526346
vit,full,severe,none,512,0.0001,0.885,0.8821305831399755,184.2,5526346
vit,full,severe,moderate,512,0.0001,0.917962962962963,0.9174802798606573,184.2,5526346
vit,full,severe,severe,512,0.0001,0.9727777777777777,0.9719340177008361,184.2,5526346
vit,full,severe,none,88,0.0001,0.9046296296296297,0.9031836044773189,184.2,5526346
vit,full,severe,moderate,88,0.0001,0.9451851851851852,0.9443074063531363,184.2,5526346
vit,full,severe,severe,88,0.0001,0.9655555555555555,0.9653114885612807,184.2,5526346
vit,full,severe,none,314,0.0001,0.904074074074074,0.9028717361583176,184.4,5526346
vit,full,severe,moderate,314,0.0001,0.9266666666666666,0.9258662693360821,184.4,5526346
vit,full,severe,severe,314,0.0001,0.95,0.947812693485434,184.4,5526346
vit,full,mixed,none,42,0.0001,0.9818518518518519,0.9812579165982566,159.2,5526346
vit,full,mixed,moderate,42,0.0001,0.9837037037037037,0.9832992800744129,159.2,5526346
vit,full,mixed,severe,42,0.0001,0.9674074074074074,0.9672788909580813,159.2,5526346
vit,full,mixed,none,123,0.0001,0.9803703703703703,0.9798585021437987,159.1,5526346
vit,full,mixed,moderate,123,0.0001,0.9790740740740741,0.9783354288260622,159.1,5526346
vit,full,mixed,severe,123,0.0001,0.9627777777777777,0.9614216012220178,159.1,5526346
vit,full,mixed,none,7,0.0001,0.9831481481481481,0.9826429927916178,159.0,5526346
vit,full,mixed,moderate,7,0.0001,0.9816666666666667,0.9811153628103979,159.0,5526346
vit,full,mixed,severe,7,0.0001,0.9727777777777777,0.9722296311262394,159.0,5526346
vit,full,mixed,none,2024,0.0001,0.9737037037037037,0.9732127457238893,159.7,5526346
vit,full,mixed,moderate,2024,0.0001,0.97,0.9696755454765835,159.7,5526346
vit,full,mixed,severe,2024,0.0001,0.9462962962962963,0.9452332840167591,159.7,5526346
vit,full,mixed,none,99,0.0001,0.9814814814814815,0.9808904334878308,160.0,5526346
vit,full,mixed,moderate,99,0.0001,0.9796296296296296,0.9790682650298418,160.0,5526346
vit,full,mixed,severe,99,0.0001,0.9677777777777777,0.9668607355958262,160.0,5526346
vit,full,mixed,none,17,0.0001,0.9766666666666667,0.9760724804466807,159.3,5526346
vit,full,mixed,moderate,17,0.0001,0.9761111111111112,0.9757570433674099,159.3,5526346
vit,full,mixed,severe,17,0.0001,0.9527777777777777,0.9519583287597442,159.3,5526346
vit,full,mixed,none,256,0.0001,0.9798148148148148,0.9792433415442631,159.0,5526346
vit,full,mixed,moderate,256,0.0001,0.9768518518518519,0.9761910559054954,159.0,5526346
vit,full,mixed,severe,256,0.0001,0.9627777777777777,0.9614392457609358,159.0,5526346
vit,full,mixed,none,512,0.0001,0.9824074074074074,0.9818925492080158,159.6,5526346
vit,full,mixed,moderate,512,0.0001,0.9805555555555555,0.9798575324908153,159.6,5526346
vit,full,mixed,severe,512,0.0001,0.9618518518518518,0.9608396136323494,159.6,5526346
vit,full,mixed,none,88,0.0001,0.9794444444444445,0.97907327135801,159.4,5526346
vit,full,mixed,moderate,88,0.0001,0.9757407407407407,0.9751661336168853,159.4,5526346
vit,full,mixed,severe,88,0.0001,0.9603703703703703,0.9596530894533938,159.4,5526346
vit,full,mixed,none,314,0.0001,0.9790740740740741,0.9784277533924305,159.3,5526346
vit,full,mixed,moderate,314,0.0001,0.9766666666666667,0.9759898191397332,159.3,5526346
vit,full,mixed,severe,314,0.0001,0.9503703703703704,0.9495109192332855,159.3,5526346
